DESCRIPTION,CREATED_BY_ID,CLOSED_BY_ID,VEHICLE_ID,VEHICLE_METER_VALUE,VEHICLE_METER_UNIT,VEHICLE_METER_AT,CUSTOM_FIELDS,REPORTED_AT,RESOLVED_AT,RESOLVED_NOTE,STATE,CREATED_AT,UPDATED_AT
Need air and replacement,,,b79c09e1bc96f281fe486f561aa4ade5,68749.20456,mi,2023-07-04T00:00:00Z,{},2023-02-20T11:28:33Z,2023-03-21T12:30:00Z,,resolved,2023-02-20T12:54:40.405Z,2023-03-23T12:56:45.267Z
,2ade8a245ec7148831c0f76c97adf1d2,,27205d08e26751ff8cc2ea77ce560d0e,48153.61165,mi,2022-11-30T00:00:00Z,{},2023-03-02T21:04:00Z,2023-03-02T21:05:33.142Z,,resolved,2023-03-02T21:05:01.999Z,2023-03-02T21:05:33.191Z
,b539c498b0bf32889b05fc1ba5c528a2,,9287a6c57e96c6582537a15a0f88f6dd,20072.22413,mi,2023-06-20T00:00:00Z,{},2023-02-11T15:59:00Z,2023-04-04T11:30:00Z,,resolved,2023-02-11T16:00:35.888Z,2023-04-04T10:59:58.209Z
"pads, caliper align",3264b7acc673cbbad595a95e32ef8408,,2880a00fae948b1a8bb0836269ec6318,3198.78879,mi,2023-03-13T00:00:00Z,{},2023-01-19T14:44:20.278Z,2023-01-19T19:13:20Z,,resolved,2023-01-19T14:44:20.47Z,2023-01-19T19:13:22.578Z
,6f14cf24f13c62f6a0ff06aed696bb72,,a383839616374e03bc005b592754ba1b,71443.42181,mi,2023-07-04T00:00:00Z,{},2023-04-26T15:11:00Z,,,open,2023-04-26T15:12:02.802Z,2023-04-26T15:22:22.821Z
Défaut essuié R deplacer,6647665632626ec024efa63ffb2c8191,,383c899010c6bce784345ec65f418837,199617.4506,km,2023-07-03T00:00:00Z,"{
  ""code_de_panne"": """",
  ""issue_codes"": """"
}",2023-03-11T23:03:48.761Z,2023-03-12T06:41:00.453Z,Ok,resolved,2023-03-11T23:04:24.711Z,2023-03-12T06:41:00.495Z
Belts need replaced,4b62e78399e8b7fbcf0c1897c714050d,,2752f2bfee31b568cf38ad98946306ee,271413.734,mi,2023-06-07T00:00:00Z,{},2023-05-10T18:15:00Z,,,open,2023-05-10T18:16:44.011Z,2023-05-10T18:16:44.042Z
,797fdf1ccf566a698c859da8b1799e95,,ba652d4f2a5b0c1e26840ef6c07bc40f,149626.6444,mi,2023-07-04T00:00:00Z,{},2023-01-13T19:15:27.169Z,2023-02-06T19:23:53.416Z,New stereo ordered,resolved,2023-01-13T19:16:04.607Z,2023-02-06T19:23:53.455Z
,096728d1c5e7f231f21654c736b4c67b,,13bbd496478b9cf9c85b891ba3de4fde,228086.1266,mi,2023-07-04T00:00:00Z,{},2023-01-11T14:01:00Z,2023-01-12T14:02:28.387Z,Done,resolved,2023-01-12T14:02:16.998Z,2023-01-12T14:02:28.426Z
Batteries dead,bd81e7bf0ad319fff0a5830a22d12550,,1ee2a7b484032abf198afdb9b0541573,195197.1438,mi,2023-07-03T00:00:00Z,{},2023-04-11T10:42:42.199Z,2023-04-11T11:30:00Z,,resolved,2023-04-11T10:43:13.882Z,2023-04-14T12:29:26.292Z
,53690ab84053e7ec383f49e92540510d,,fd0349e26914f735956461a00920e059,262200.8073,km,2023-07-04T00:00:00Z,{},2023-01-23T00:47:00Z,2023-01-24T14:00:00Z,,resolved,2023-01-23T00:48:16.799Z,2023-01-30T02:22:21.948Z
,82747487bbf3c7ff1d1611aa1fec4421,,a3ccb5e22f6219406925dfea004a9491,345487.8941,km,2023-07-02T00:00:00Z,,2023-05-28T21:59:34.899Z,2023-05-30T15:30:14.815Z,ok,resolved,2023-05-28T22:00:16.678Z,2023-05-30T15:30:14.852Z
,ad1dbe28ccd7f8036879497c5b1b46cc,,f4b8ce6940c702e1178516bbff8bf6d0,233988.8614,km,2023-05-29T00:00:00Z,"{
  ""location"": """"
}",2023-04-12T20:51:00Z,2023-04-12T21:00:31.952Z,TRailer had run out of fuel while loaded. Prime fuel system and bleed out all the air. Start and run engine.,resolved,2023-04-12T20:51:28.891Z,2023-04-12T21:00:32.009Z
Bumber damage both sides rear,,,58a49f21428f9f92a6d1dc3cee05c0e8,133107.2966,mi,2023-07-04T00:00:00Z,{},2023-02-22T01:18:26Z,2023-03-14T18:45:00Z,,resolved,2023-02-22T01:32:03.975Z,2023-03-14T19:06:56.309Z
light loose,3264b7acc673cbbad595a95e32ef8408,,6d74bb9ba648804213c5e9b2ff3e61c5,17672.84995,mi,2023-04-10T00:00:00Z,{},2023-03-02T01:03:15.606Z,2023-03-02T01:13:13Z,,resolved,2023-03-02T01:03:15.812Z,2023-03-02T01:13:14.699Z
"pads, caliper align",3264b7acc673cbbad595a95e32ef8408,,fbc4a8d5052e83397a7ccae44eb1d015,-649.5107719,mi,2023-06-23T00:00:00Z,{},2023-05-05T11:12:28.892Z,2023-05-05T11:14:26Z,,resolved,2023-05-05T11:12:29.089Z,2023-05-05T11:14:27.823Z
pads,3264b7acc673cbbad595a95e32ef8408,,6fa307b5c893df3f945bae1fac33ea3c,2839.729034,mi,2023-06-12T00:00:00Z,{},2023-04-21T14:53:26.586Z,2023-04-21T14:55:05Z,,resolved,2023-04-21T14:53:26.775Z,2023-04-21T14:55:06.685Z
"Pressurized cooling system, plastic line from lower pipe to air compressor tube leaking. Drained system, replaced line, filled system to capacity, pressurized system no leaks.",b4637c97c7aa35faa77a78854d3d116b,,0dbe26a365f0b5d371a08cb7727d6de8,133403.7703,mi,2023-05-19T00:00:00Z,{},2023-02-15T20:05:00Z,2023-02-15T21:31:49.088Z,,resolved,2023-02-15T20:06:23.928Z,2023-02-15T21:31:49.704Z
radio/ DVD NOt working,61135e8a3f4e16179bf437c5b608db03,,1718a82c461ac59d7ac44711b7c43c81,409278.4515,mi,2023-07-04T00:00:00Z,{},2023-04-11T02:05:57.234Z,,,open,2023-04-11T02:06:55.526Z,2023-04-11T02:06:55.526Z
phone holder,3264b7acc673cbbad595a95e32ef8408,,167431b341c43a594cbe9c00241b17fc,2359.780005,mi,2023-07-03T00:00:00Z,{},2023-02-20T14:40:04.941Z,2023-02-20T17:36:22Z,,resolved,2023-02-20T14:40:05.374Z,2023-02-20T17:36:23.93Z
Maintenance required - message in dashboard. Probably oil change,ca8ce41ee49c46267e699da2c7b54866,,da3ec99b13388341eb7902c18cb24ad7,75899.94647,mi,2023-07-04T00:00:00Z,{},2023-02-20T16:36:26Z,2023-02-21T19:33:54.133Z,Maintenance Service is Done,resolved,2023-02-20T16:37:33.321Z,2023-02-21T19:33:54.253Z
NA,,,e60216a33b10d3d16d84ec790b010ec8,601.5882354,mi,2023-06-15T00:00:00Z,{},2023-04-04T23:50:55Z,,,open,2023-04-05T00:35:54.178Z,2023-04-05T00:35:54.178Z
Clearance lights are out,,,9b1f94083144da173c638dc3cf95b917,281249.7134,mi,2023-07-04T00:00:00Z,{},2023-06-25T05:53:58Z,,,open,2023-06-25T06:40:45.984Z,2023-06-25T06:40:45.984Z
pads,3264b7acc673cbbad595a95e32ef8408,,0dde27160cd71abeab6cedd273c0de03,19839.70046,mi,2023-06-13T00:00:00Z,{},2023-05-05T11:23:27.468Z,2023-05-05T11:24:20Z,,resolved,2023-05-05T11:23:27.657Z,2023-05-05T11:24:20.918Z
,4257a64ce09453326e890fdc5370435a,,7210887be7a1f242feddf74d5d9d75ed,2204.658277,hr,2023-07-01T00:00:00Z,{},2023-06-26T16:21:00Z,,,open,2023-06-26T16:24:16.538Z,2023-06-26T16:24:16.538Z
"seat clamp, seatpost, saddle",3264b7acc673cbbad595a95e32ef8408,,73d76bf64374e2cb26a2f18e560d7c17,-2979.391607,mi,2023-05-19T00:00:00Z,{},2023-03-01T14:01:06.291Z,2023-03-03T14:10:38Z,,resolved,2023-03-01T14:01:06.478Z,2023-03-03T14:10:40.842Z
IoT issue,3264b7acc673cbbad595a95e32ef8408,,b87541dae25394b3a32ab116958b3524,-8667.86885,mi,2023-04-13T00:00:00Z,{},2023-03-16T01:31:02.397Z,2023-03-16T04:02:04Z,,resolved,2023-03-16T01:31:02.646Z,2023-03-16T04:02:05.232Z
,24450c5956881d3079f78bf7f1ae5425,,d57345ab4c39c3670c4a5216b8854215,32173.2288,mi,2023-03-30T00:00:00Z,{},2023-03-25T15:56:00Z,2023-03-26T16:08:27.634Z,,resolved,2023-03-25T17:35:02.038Z,2023-03-26T16:08:27.706Z
"Air conditioning not working correctly,intermitten,fan ok  ",,,d62c0e50229cef435a8f46332a70600b,726010.2857,mi,2023-07-04T00:00:00Z,{},2023-06-21T15:03:14.582Z,2023-06-26T05:00:00Z,,resolved,2023-06-21T15:31:10.513Z,2023-06-29T13:43:10.75Z
Have fixed now,ea1e0541d24bf715aa457b0b148682ba,,48819ade3dc54536814c4adb84af2fa8,28116.75175,mi,2023-06-21T00:00:00Z,{},2023-01-18T06:27:00Z,2023-01-18T09:35:04.387Z,Thanks very much Mark.,resolved,2023-01-18T06:27:57.151Z,2023-01-18T09:35:04.471Z
Grinds going into gear,993d838b763bb6e77c2b02a90f70927d,,92b84b1c3a48e29b0c4c0516d12fd861,255919.0912,mi,2023-05-01T00:00:00Z,{},2023-03-29T15:00:25.627Z,2023-04-03T17:30:00Z,,resolved,2023-03-29T15:00:45.466Z,2023-04-03T17:29:45.13Z
lube,3264b7acc673cbbad595a95e32ef8408,,62022428078a59d3dac8d2e045c7c150,-12579.93398,mi,2023-07-03T00:00:00Z,{},2023-03-15T16:46:30.719Z,2023-03-15T16:47:30Z,,resolved,2023-03-15T16:46:30.921Z,2023-03-15T16:47:32.812Z
"rotor contaminated, pads, caliper align",3264b7acc673cbbad595a95e32ef8408,,59def9471e272365d53275c2b5506d03,-9524.68431,km,2023-06-10T00:00:00Z,{},2023-02-24T19:49:10.541Z,2023-02-24T19:50:01Z,,resolved,2023-02-24T19:49:10.746Z,2023-02-24T19:50:04.607Z
Needs new plug wired on and fleet tag,c0d00316554d4dd67add28c9037c03f3,,737483ed1880914a320d3c4c8cb91686,2441.672566,km,2022-10-26T00:00:00Z,"{
  ""priority"": ""false"",
  ""unit_tagged_out_of_service"": ""false""
}",2023-05-05T14:21:00Z,,,open,2023-05-05T14:21:58.4Z,2023-05-08T13:39:37.107Z
"fender rub, light loose",3264b7acc673cbbad595a95e32ef8408,,e333e888583e3fe8153c8473d6195b43,-3222.537522,km,2023-05-19T00:00:00Z,{},2023-05-06T18:53:21.588Z,2023-05-06T18:54:40Z,,resolved,2023-05-06T18:53:21.822Z,2023-05-06T18:54:43.232Z
"bellcrank inop, index, shifter align",,,db9be9cb45e616dd7d32b1ba8615f009,13630.62001,mi,2023-06-06T00:00:00Z,{},2023-05-29T22:54:00.172Z,2023-05-29T23:00:33Z,,resolved,2023-05-29T22:54:00.377Z,2023-05-29T23:00:38.11Z
[QC]Display,3264b7acc673cbbad595a95e32ef8408,,96a04241cf5052752491e6f072c5226d,28514.44786,mi,2023-06-07T00:00:00Z,{},2023-03-23T19:06:14.817Z,2023-03-27T08:52:41Z,,resolved,2023-03-23T19:06:15.045Z,2023-03-27T08:52:46.863Z
,d8b7db68bffeaeae83ee68d905422c71,,c1c20eec2fa8b218e4864561d4a5aa8f,919445.3965,mi,2023-07-03T00:00:00Z,"{
  ""ro_completed_by"": """",
  ""ro_completed_odometer"": """",
  ""ro_completion_date"": """"
}",2023-05-23T18:15:00Z,2023-05-26T04:00:00Z,,resolved,2023-05-23T18:16:47.07Z,2023-05-26T19:32:42.101Z
"pads, caliper align",3264b7acc673cbbad595a95e32ef8408,,1b1aada6945b3cadf461e583d211be8f,-125.6438874,mi,2023-06-20T00:00:00Z,{},2023-01-23T10:37:43.233Z,2023-01-23T11:12:42Z,,resolved,2023-01-23T10:37:43.435Z,2023-01-23T11:12:43.745Z
Front panel and roof damage,,,771e4921332eefb7d79a3bee1eb0c247,-14087.39899,mi,2023-05-25T00:00:00Z,{},2023-03-28T16:42:18Z,2023-06-01T18:13:38.495Z,old issue,resolved,2023-03-28T18:29:40.877Z,2023-06-01T18:13:38.548Z
Headlight  out,,,e0ed58409a815126f915b998fc750c86,214705.7318,mi,2023-07-04T00:00:00Z,{},2023-04-24T10:30:27Z,2023-04-21T13:00:00Z,,resolved,2023-04-24T10:34:41.181Z,2023-04-24T15:13:31.217Z
"Unit has 2 big oil leakes Sent to simpsons, also doind Def delet on this unit",a5c682696a347058b6ed51af2e40f1bb,a5c682696a347058b6ed51af2e40f1bb,83c902166392bcd7fab58a9f096fbc82,345407.4376,mi,2023-06-29T00:00:00Z,{},2023-05-15T15:19:00Z,,,closed,2023-05-15T15:30:55.972Z,2023-06-28T12:15:11.095Z
Na,,7c9920c565082c24c3ba25215cd455d4,445efab1d8f8efaeb4620f7ff2294cd1,25846.65345,mi,2023-07-04T00:00:00Z,{},2023-01-11T22:08:10Z,,,closed,2023-01-11T22:21:34.58Z,2023-01-11T23:37:47.058Z
,843586e12bb458d3a081104e34955f72,,1e655c8a98ab70040d2e3f172e7d0f91,112461.7546,mi,2023-07-04T00:00:00Z,{},2023-03-06T15:46:00Z,2023-05-03T17:29:34.184Z,,resolved,2023-03-06T15:46:31.539Z,2023-05-03T17:29:34.518Z
Doesn't operate the lift...raised it by manual system,e10187f8b82bef064d601912daefab39,,3e19ef1017da2e6ccf92ed5d6e553cb2,322058.9724,km,2023-06-27T00:00:00Z,,2023-05-15T00:26:00Z,2023-05-15T16:10:07.314Z,Switch replaced.,resolved,2023-05-15T00:27:54.027Z,2023-05-15T16:10:07.391Z
"key, u-lock",3264b7acc673cbbad595a95e32ef8408,,d637f438702ae94ecc970d9601633598,-20929.05409,mi,2023-04-04T00:00:00Z,{},2023-04-04T14:04:33.733Z,2023-04-04T14:06:28Z,,resolved,2023-04-04T14:04:33.928Z,2023-04-04T14:06:29.888Z
Antenna  missing,,e9d94b55d3f626c8ef489c16311c5f0b,1ef44f588666254de55ca98b6fa12d42,95908.99616,mi,2023-07-04T00:00:00Z,{},2023-05-11T02:28:37Z,,,closed,2023-05-11T03:23:52.685Z,2023-05-11T14:23:26.673Z
Reimburse Elliot only credit cards taken on site.,89686c231fbb8b49ccbb806173c13bc7,,7fab4a9440d5db74e30540b3ea229a6c,90949.23701,mi,2023-06-20T00:00:00Z,{},2023-03-07T18:34:00Z,2023-03-07T08:00:00Z,,resolved,2023-03-14T17:35:37.753Z,2023-03-14T17:38:51.142Z
,332e1723aab94bfcac0ec608b8d97a73,,30af658f33820cdccf70f2d1726154b1,118512.4121,mi,2023-05-24T00:00:00Z,{},2023-06-13T13:29:00Z,,,open,2023-06-13T13:43:55.579Z,2023-06-13T13:44:57.855Z
Check engine light on,,0afa5c8e6edd76de4538049508a45a54,ec39c2761ac6188a3d7b46e5318633af,1098210.741,mi,2023-07-04T00:00:00Z,{},2023-02-14T14:59:37Z,,,closed,2023-02-14T15:30:48.731Z,2023-02-15T15:03:52.579Z
,890cde842f5bf055d796ea418b82d031,,d28c0419bb312b1cbc2e1f8678acb0e5,12265.2742,mi,2023-07-03T00:00:00Z,{},2022-11-14T07:00:00Z,2022-11-14T07:00:00Z,,resolved,2023-04-12T21:07:35.254Z,2023-04-12T21:08:37.797Z
,baacd1854ea6dd7851cdd525e99f2726,,85685f555d2c0d128abf82a4ee722c61,-12834.01517,mi,2023-07-03T00:00:00Z,{},2023-06-09T19:59:00Z,2023-06-20T19:31:44.644Z,Resolved,resolved,2023-06-09T20:00:05.792Z,2023-06-20T19:31:44.703Z
Seat air leaking by right side  seatbelts  assembly,,,440a5174da846fb669070ef7d86a2520,372895.6362,mi,2023-07-04T00:00:00Z,{},2023-04-14T01:01:47Z,,,open,2023-04-14T01:23:27.764Z,2023-04-14T01:23:27.764Z
"Diagnosed and found leaking heater core, went and picked up parts, replaced core, topped off coolant, checked for leaks",d6b11db8ccb8c2c70379903c3700f4c4,,dd2738ecf337e4b9c86d9c6c42425619,22479.64956,mi,2023-06-30T00:00:00Z,{},2023-05-09T14:30:00Z,2023-05-09T17:30:00Z,,resolved,2023-05-09T23:13:15.913Z,2023-05-09T23:14:52.233Z
"Issue with mechanism on Friday. Driver went over a bump, the glass dropped and shattered.",7dc62c847e5f0a089f60cb706fdd01c6,,66f885f52143cf975fc762b35c5ac72a,70150.42317,mi,2023-06-29T00:00:00Z,{},2023-03-27T21:06:00Z,2023-03-31T04:00:00Z,,resolved,2023-03-27T21:06:37.291Z,2023-04-25T19:13:03.442Z
Défaut vitesse au port,29fc30de4af97ff20e843db3a05e5ce2,,96343c5b38fbce8d48c1cba22a06e886,554434.0698,km,2023-05-28T00:00:00Z,"{
  ""code_de_panne"": """",
  ""issue_codes"": """"
}",2023-02-16T18:08:36.934Z,2023-02-16T18:27:05.693Z,ok,resolved,2023-02-16T18:09:07.736Z,2023-02-16T18:27:05.732Z
"NO heat  in this truck,widows fog up to much to see clearly ",,4bb5cc46053280807b2912b65f677966,2096d2f67a659595fa5d6278edce1954,280510.7014,mi,2023-06-28T00:00:00Z,{},2023-01-09T22:56:22Z,,,closed,2023-01-09T23:28:26.471Z,2023-01-10T01:54:11.042Z
driven back to shop,39029fe0e2b01b33cea37194ae7f07d2,,eb0a3c112a763b9e4c3c3612966af39c,148730.5407,mi,2023-05-20T00:00:00Z,,2023-03-06T12:50:00Z,2023-04-06T11:56:00.99Z,,resolved,2023-03-06T12:50:35.221Z,2023-04-06T11:56:01.032Z
left L arm smashed in. inoperable,6e968b219c5764500455d67346f01257,,81fb086beb7a73c84e19dcd492907dbf,369154.6393,km,2023-07-04T00:00:00Z,,2023-06-21T23:58:00Z,,,open,2023-06-22T00:00:09.62Z,2023-06-29T22:19:52.355Z
Belt on refer needs tighten.,,,35839a8810036b54355861f92389ab3e,443310.4743,mi,2023-07-04T00:00:00Z,{},2023-05-29T13:05:10Z,2023-06-02T07:00:00Z,,resolved,2023-05-29T13:25:49.25Z,2023-06-03T15:56:36.236Z
,bdcbfc94d96dea2e41d88799c4a6fd34,,e3cc04dafc097006364889c7b5821846,110524.571,mi,2022-11-15T00:00:00Z,{},2023-01-17T12:00:00Z,2023-02-06T16:00:00Z,,resolved,2023-01-18T12:13:58.844Z,2023-02-06T16:09:59.785Z
,bb4968ed0b140b4248317ab001c966c5,,9557b02205a3953a48de3863f7ec2086,110870.6857,mi,2023-06-06T00:00:00Z,{},2023-06-26T12:16:00Z,2023-06-26T04:00:00Z,,resolved,2023-06-26T12:16:50.378Z,2023-06-26T18:41:18.225Z
reach,3264b7acc673cbbad595a95e32ef8408,,036ba375e2dc063ab3effa74a8ed90b4,17574.30072,mi,2023-05-08T00:00:00Z,{},2023-02-21T12:59:56.01Z,2023-02-21T13:01:04Z,,resolved,2023-02-21T12:59:56.192Z,2023-02-21T13:01:05.693Z
Parking light out driver's side,,4c2a923c926c5871dfc5b11af343d214,c4d49904c854d580df1a1d7946e09378,312141.4866,mi,2023-07-04T00:00:00Z,"{
  ""po_number"": """"
}",2023-02-01T06:08:32Z,,,closed,2023-02-01T07:02:18.089Z,2023-03-02T16:28:40.622Z
Horn not work,,,494722b109f6485176b80877d7b22a44,5618.050572,mi,2023-07-04T00:00:00Z,{},2023-03-01T21:51:13Z,2023-03-04T01:54:05.574Z,,resolved,2023-03-01T22:36:51.5Z,2023-03-04T01:54:05.628Z
"Need controller for lift gate, I don’t have go go gadget arms to hold load and lower gate ",,e483c38299e51ae5f8e276d5dcb47830,3bec4aa52000bc7d02fa90425c457c27,341965.6764,mi,2023-07-04T00:00:00Z,{},2023-03-21T08:05:02Z,,,closed,2023-03-21T08:30:33.068Z,2023-03-22T15:11:05.208Z
,b8d7b007611e420a31c52258ef0cac8d,,5f31d9a577c4e8aa2749c0f3e31b2557,68153.25511,km,2023-07-04T00:00:00Z,"{
  ""custom_issue"": """",
  ""yard_location"": """"
}",2023-06-01T11:05:00Z,2023-06-01T04:00:00Z,,resolved,2023-06-01T11:05:57.147Z,2023-06-01T15:08:52.05Z
Hood latches,,,18764b9bf1faa6d6df004f26927c4a62,265372.6486,mi,2023-06-28T00:00:00Z,{},2023-03-31T09:08:12Z,2023-04-06T14:30:00Z,,resolved,2023-03-31T09:31:58.895Z,2023-04-10T15:34:41.816Z
driver not at fault,,f6df931c487f9f8306c96387d383e0a5,9e782e792d68d1e6e0771d25c5654098,-11991.04854,mi,,,2011-03-09T05:00:00Z,,,closed,2023-04-21T18:36:48.682Z,2023-05-03T11:46:36.871Z
Interior  cab light doesn’t work,,,ea52a8f7b722b2c2eaa0d8332e6f0c86,269223.574,mi,2023-07-04T00:00:00Z,{},2023-01-12T11:38:06Z,2023-01-25T13:14:00Z,,resolved,2023-01-12T11:43:36.619Z,2023-01-25T16:31:19.398Z
Driver side mirror broken partially,,,68370658544671290d2d24a6eb799ac7,192421.6412,km,2023-05-28T00:00:00Z,{},2023-04-21T11:42:18Z,,,open,2023-04-21T12:31:25.852Z,2023-04-21T12:31:25.886Z
Engine light on,,,3e88ba932d5a0020b9d920c1d00162f2,74458.07732,mi,2023-07-03T00:00:00Z,{},2023-05-25T21:29:24Z,,,open,2023-05-25T22:21:07.812Z,2023-05-25T22:21:07.812Z
Needs to be replaced,54c6488892850241e0ce49e25c2a272b,,405bb9f3d225586b7022112352dcbe36,7302.266134,km,2023-07-04T00:00:00Z,{},2023-02-27T08:47:00Z,2023-02-28T08:30:33.005Z,"Installed a new front bumper, resolved.",resolved,2023-02-27T08:48:44.991Z,2023-02-28T08:30:33.06Z
Current Below Normal (FMI: 5),cbb6a0886da498877e3430e9cb47d704,,faf9a76773554d6e1151093be96c0e13,58146.06276,mi,2023-07-04T00:00:00Z,{},2023-03-23T18:30:00Z,2023-03-23T12:30:00Z,,resolved,2023-03-23T18:30:52.405Z,2023-03-23T18:43:39.378Z
A/C not working,,,04755afe32d04f4c93da44fe2b71cf63,47662.27411,mi,2023-07-04T00:00:00Z,"{
  ""repair_summary"": """"
}",2023-04-21T10:49:32Z,2023-06-16T13:01:46.126Z,Truck went to dealer for repair.,resolved,2023-04-21T11:34:05.255Z,2023-06-16T13:01:46.296Z
Tarpper Won’t roll up,e76d98f74915b4b6a40a26570db7d096,,8a78cf0a6b50828d491ad4e6f756d072,70650.31142,mi,2023-07-03T00:00:00Z,{},2023-05-24T21:21:51.183Z,2023-05-25T14:05:55.499Z,,resolved,2023-05-24T21:24:45.585Z,2023-05-25T14:05:55.558Z
Very rear drive axle brakes need to be done.,2ba4e92de913203777cd6dbd9c937ac4,,f711a4a95e807ca4109566bb57046fb7,9749.624088,hr,2023-07-03T00:00:00Z,{},2023-05-11T17:34:19.332Z,2023-05-13T02:00:00Z,,resolved,2023-05-11T17:34:39.456Z,2023-05-13T02:00:55.888Z
,0ceeb6972918cc8aa89b91447aafa069,,93f009f85dc8d4a9e7af0bba3701471e,494463.4859,mi,2023-07-04T00:00:00Z,{},2023-03-09T14:00:00Z,2023-03-09T15:00:00Z,,resolved,2023-03-09T19:21:16.338Z,2023-03-09T20:18:33.525Z
Défaut bloc phare,a4fdcc4cb439b65943fea5079545a370,,ea7074da680b1c7a9b2e367c5d6ddbb2,317844.3785,km,2023-06-12T00:00:00Z,,2023-04-30T23:25:22.011Z,2023-05-01T14:01:28.361Z,Ok,resolved,2023-04-30T23:26:13.79Z,2023-05-01T14:01:28.474Z
left turn signal out no 4 way flasher on tractor,0d74bc7304d637ef9aa7d710c81cdd8e,,6ae79a18de76d23ff7f1add56d407329,80111.4943,mi,2023-07-04T00:00:00Z,{},2023-06-09T11:59:00Z,,,open,2023-06-09T12:00:49.107Z,2023-06-09T12:00:49.107Z
Driverside cracked,,,ecd1f1f616beb33bd66c5c6d7c1e9ecc,162252.1512,mi,2023-07-04T00:00:00Z,{},2023-03-29T16:24:36Z,2023-04-11T06:00:00Z,,resolved,2023-03-29T18:35:29.701Z,2023-04-11T23:26:46.156Z
"pads, caliper align",,,c39474c28a1ff0e2cdf2b39907e1311d,1242.18959,mi,2023-05-30T00:00:00Z,{},2023-05-30T11:57:44.847Z,2023-05-30T11:58:40Z,,resolved,2023-05-30T11:57:45.053Z,2023-05-30T11:58:42.223Z
,1f8db4480997b0d26bba4f10636eb6f0,,d78f4fef1da989783faf15a197ed2200,483325.2603,mi,2023-07-04T00:00:00Z,{},2023-06-21T02:00:48.512Z,,,open,2023-06-21T02:01:22.339Z,2023-06-21T02:01:22.339Z
Cap missing on rear auto grease,68ba2ec695f9777ae535fdd0ad08810c,,867b5777caffbe6295f5242638a673e9,684480.3479,mi,2023-07-04T00:00:00Z,{},2023-03-28T17:21:36.067Z,,,open,2023-03-28T17:22:11.42Z,2023-03-28T17:22:11.42Z
caliper align,3264b7acc673cbbad595a95e32ef8408,,75c72c30e41c42253048e5112088f95e,-14488.62006,mi,2023-06-03T00:00:00Z,{},2023-02-17T14:42:47.504Z,2023-02-17T14:43:40Z,,resolved,2023-02-17T14:42:47.702Z,2023-02-17T14:43:42.837Z
Front brakes are squeaking,,778cea3490ef4c01cf8a2f21769c9ee8,4ccd30d698f72752203a189e0d62f76e,124631.5034,mi,2023-07-03T00:00:00Z,{},2023-03-11T19:00:00Z,,,closed,2023-03-13T11:50:27.443Z,2023-05-09T18:26:24.564Z
"Coming back to the shop for a tire change
Outside rear passenger axle. ",726e790acd02ac59e179290c9d2f624d,,c20d1f6443ca5fbeb421c5255916d25d,119495.1121,mi,2023-06-19T00:00:00Z,{},2023-04-19T13:31:00Z,2023-04-19T14:03:34.754Z,Changed outside rear tire,resolved,2023-04-19T13:32:23.436Z,2023-04-19T14:03:34.805Z
Existing damage,,,c3b73012fad22595312dbd53a36f8a8b,14684.48105,mi,2023-07-04T00:00:00Z,{},2023-04-04T10:50:26Z,,,open,2023-04-04T11:41:26.677Z,2023-04-04T11:41:26.677Z
hub,3264b7acc673cbbad595a95e32ef8408,,5061e9b604d25daf0d0a211bbbdb102c,10011.42815,km,2023-03-24T00:00:00Z,{},2023-02-14T20:45:17.056Z,2023-02-15T15:46:58Z,,resolved,2023-02-14T20:45:17.318Z,2023-02-15T15:47:00.745Z
,2e7b53ded440cd709c621c396c520841,,df4db7c6d8f048dd5fec1e6fcd99a2f7,29943.2807,km,2023-05-17T00:00:00Z,{},2023-04-07T18:50:00Z,2023-04-11T13:22:00Z,,resolved,2023-04-07T18:51:45.151Z,2023-04-11T13:22:10.933Z
"pads, caliper align",,,763fd09d6d61b3651c24800cbbd8deba,8328.436916,mi,2023-06-14T00:00:00Z,{},2023-06-14T10:02:51.104Z,2023-06-14T10:03:35Z,,resolved,2023-06-14T10:02:51.297Z,2023-06-14T10:03:37.159Z
HP and  And ESC warning lights on,,,08e89354bf5f9359bcc511039e115016,298572.2611,mi,2023-07-02T00:00:00Z,{},2023-01-15T23:33:25Z,2023-01-25T15:29:00Z,,resolved,2023-01-16T00:31:54.096Z,2023-01-25T15:30:30.803Z
"tire, cassette",3264b7acc673cbbad595a95e32ef8408,,7e59d586a1f42875ef19b2efa23cf45b,3299.115237,mi,2023-06-08T00:00:00Z,{},2023-03-16T17:41:14.243Z,,,open,2023-03-16T17:41:14.601Z,2023-03-16T17:42:37.174Z
One clearance light on the back of the pup on top out,0c0c46af40febe6f2529c26de10e4ae7,,5c7883642fb57b03b62b571ed5e3fc88,-2240.607823,hr,2023-06-26T00:00:00Z,{},2023-03-13T13:14:36.828Z,2023-03-24T06:00:00Z,,resolved,2023-03-13T13:15:32.107Z,2023-03-28T13:32:18.279Z
Cracked,,,1ed8f9fb559b904df61a2b8c27be2531,62028.70181,mi,2023-07-04T00:00:00Z,{},2023-02-22T12:52:13Z,,,open,2023-02-22T13:43:10.041Z,2023-02-22T13:43:10.041Z
